des(0,8043,3842)
(1152,"intersection_1_t46",1412)
(1153,"intersection_1_t42",1413)
(1153,"intersection_1_t46",1414)
(1154,"intersection_1_t46",1415)
(1155,"intersection_1_t42",1416)
(1155,"intersection_1_t46",1417)
(1156,"intersection_1_t46",1418)
(1157,"intersection_1_t42",1419)
(1157,"intersection_1_t46",1420)
(1158,"intersection_1_t46",1421)
(1159,"intersection_1_t42",1422)
(1159,"intersection_1_t46",1423)
(1160,"intersection_1_t46",1424)
(1161,"intersection_1_t42",1425)
(1161,"intersection_1_t46",1426)
(1162,"intersection_1_t46",1427)
(1163,"intersection_1_t42",1428)
(1163,"intersection_1_t46",1429)
(1164,"intersection_1_t42",1414)
(1164,"intersection_1_t44",1413)
(1164,"intersection_1_t46",1430)
(1165,"intersection_1_t42",1420)
(1165,"intersection_1_t44",1419)
(1165,"intersection_1_t46",1431)
(1166,"intersection_1_t42",1426)
(1166,"intersection_1_t44",1425)
(1166,"intersection_1_t46",1432)
(1167,"intersection_1_t42",1433)
(1167,"intersection_1_t44",1434)
(1168,"intersection_1_t42",1435)
(1168,"intersection_1_t44",1418)
(1169,"intersection_1_t42",1431)
(1169,"intersection_1_t44",1420)
(1170,"intersection_1_t42",1436)
(1170,"intersection_1_t44",1437)
(1171,"intersection_1_t42",1438)
(1171,"intersection_1_t44",1421)
(1172,"intersection_1_t42",1439)
(1172,"intersection_1_t44",1423)
(1173,"intersection_1_t42",1440)
(1173,"intersection_1_t44",1441)
(1173,"intersection_1_t46",1442)
(1174,"intersection_1_t42",1443)
(1174,"intersection_1_t44",1412)
(1174,"intersection_1_t46",1444)
(1175,"intersection_1_t42",1430)
(1175,"intersection_1_t44",1414)
(1175,"intersection_1_t46",1445)
(1176,"intersection_1_t42",1446)
(1176,"intersection_1_t44",1447)
(1176,"intersection_1_t46",1448)
(1177,"intersection_1_t42",1449)
(1177,"intersection_1_t44",1415)
(1177,"intersection_1_t46",1450)
(1178,"intersection_1_t42",1451)
(1178,"intersection_1_t44",1417)
(1178,"intersection_1_t46",1452)
(1179,"intersection_1_t46",1453)
(1180,"intersection_1_t42",1454)
(1180,"intersection_1_t46",1455)
(1181,"intersection_1_t46",1456)
(1182,"intersection_1_t42",1457)
(1182,"intersection_1_t46",1458)
(1183,"intersection_1_t46",1459)
(1184,"intersection_1_t42",1460)
(1184,"intersection_1_t46",1461)
(1185,"intersection_1_t42",1462)
(1185,"intersection_1_t46",1463)
(1186,"intersection_1_t42",1464)
(1186,"intersection_1_t46",1465)
(1187,"intersection_1_t42",1466)
(1187,"intersection_1_t46",1467)
(1188,"intersection_1_t42",1463)
(1188,"intersection_1_t44",1462)
(1188,"intersection_1_t46",1468)
(1189,"intersection_1_t42",1455)
(1189,"intersection_1_t44",1454)
(1189,"intersection_1_t46",1469)
(1190,"intersection_1_t42",1465)
(1190,"intersection_1_t44",1464)
(1190,"intersection_1_t46",1470)
(1191,"intersection_1_t42",1458)
(1191,"intersection_1_t44",1457)
(1191,"intersection_1_t46",1471)
(1192,"intersection_1_t42",1467)
(1192,"intersection_1_t44",1466)
(1192,"intersection_1_t46",1472)
(1193,"intersection_1_t42",1461)
(1193,"intersection_1_t44",1460)
(1193,"intersection_1_t46",1473)
(1194,"intersection_1_t42",1418)
(1194,"intersection_1_t46",1435)
(1195,"intersection_1_t42",1434)
(1195,"intersection_1_t44",1474)
(1195,"intersection_1_t46",1433)
(1196,"intersection_1_t42",1421)
(1196,"intersection_1_t46",1438)
(1197,"intersection_1_t42",1437)
(1197,"intersection_1_t44",1475)
(1197,"intersection_1_t46",1436)
(1198,"intersection_1_t42",1412)
(1198,"intersection_1_t46",1443)
(1199,"intersection_1_t42",1441)
(1199,"intersection_1_t44",1476)
(1199,"intersection_1_t46",1440)
(1200,"intersection_1_t42",1415)
(1200,"intersection_1_t46",1449)
(1201,"intersection_1_t42",1447)
(1201,"intersection_1_t44",1477)
(1201,"intersection_1_t46",1446)
(1202,"intersection_1_t46",1478)
(1203,"intersection_1_t42",1479)
(1203,"intersection_1_t46",1480)
(1204,"intersection_1_t46",1481)
(1205,"intersection_1_t42",1482)
(1205,"intersection_1_t46",1483)
(1206,"intersection_1_t42",1484)
(1206,"intersection_1_t44",1485)
(1206,"intersection_1_t46",1486)
(1207,"intersection_1_t42",1487)
(1207,"intersection_1_t44",1424)
(1207,"intersection_1_t46",1488)
(1208,"intersection_1_t42",1432)
(1208,"intersection_1_t44",1426)
(1208,"intersection_1_t46",1489)
(1209,"intersection_1_t42",1490)
(1209,"intersection_1_t44",1491)
(1209,"intersection_1_t46",1492)
(1210,"intersection_1_t42",1493)
(1210,"intersection_1_t44",1427)
(1210,"intersection_1_t46",1494)
(1211,"intersection_1_t42",1495)
(1211,"intersection_1_t44",1429)
(1211,"intersection_1_t46",1496)
(1212,"intersection_1_t42",1497)
(1212,"intersection_1_t44",1498)
(1212,"intersection_1_t46",1499)
(1213,"intersection_1_t42",1500)
(1213,"intersection_1_t44",1478)
(1213,"intersection_1_t46",1501)
(1214,"intersection_1_t42",1502)
(1214,"intersection_1_t44",1480)
(1214,"intersection_1_t46",1503)
(1215,"intersection_1_t42",1504)
(1215,"intersection_1_t44",1505)
(1215,"intersection_1_t46",1506)
(1216,"intersection_1_t42",1507)
(1216,"intersection_1_t44",1481)
(1216,"intersection_1_t46",1508)
(1217,"intersection_1_t42",1509)
(1217,"intersection_1_t44",1483)
(1217,"intersection_1_t46",1510)
(1218,"intersection_1_t42",1424)
(1218,"intersection_1_t46",1487)
(1219,"intersection_1_t42",1485)
(1219,"intersection_1_t44",1511)
(1219,"intersection_1_t46",1484)
(1220,"intersection_1_t42",1427)
(1220,"intersection_1_t46",1493)
(1221,"intersection_1_t42",1491)
(1221,"intersection_1_t44",1512)
(1221,"intersection_1_t46",1490)
(1222,"intersection_1_t42",1478)
(1222,"intersection_1_t46",1500)
(1223,"intersection_1_t42",1498)
(1223,"intersection_1_t44",1513)
(1223,"intersection_1_t46",1497)
(1224,"intersection_1_t42",1481)
(1224,"intersection_1_t46",1507)
(1225,"intersection_1_t42",1505)
(1225,"intersection_1_t44",1514)
(1225,"intersection_1_t46",1504)
(1226,"intersection_1_t42",1456)
(1226,"intersection_1_t46",1515)
(1227,"intersection_1_t42",1516)
(1227,"intersection_1_t44",1517)
(1227,"intersection_1_t46",1518)
(1228,"intersection_1_t42",1453)
(1228,"intersection_1_t46",1519)
(1229,"intersection_1_t42",1520)
(1229,"intersection_1_t44",1521)
(1229,"intersection_1_t46",1522)
(1230,"intersection_1_t46",1523)
(1231,"intersection_1_t42",1524)
(1231,"intersection_1_t46",1525)
(1232,"intersection_1_t42",1459)
(1232,"intersection_1_t46",1526)
(1233,"intersection_1_t42",1527)
(1233,"intersection_1_t44",1528)
(1233,"intersection_1_t46",1529)
(1234,"intersection_1_t42",1523)
(1234,"intersection_1_t46",1530)
(1235,"intersection_1_t42",1531)
(1235,"intersection_1_t44",1532)
(1235,"intersection_1_t46",1533)
(1236,"intersection_1_t44",1433)
(1237,"intersection_1_t44",1435)
(1238,"intersection_1_t44",1431)
(1239,"intersection_1_t44",1436)
(1240,"intersection_1_t44",1438)
(1241,"intersection_1_t44",1439)
(1242,"intersection_1_t42",1534)
(1242,"intersection_1_t44",1535)
(1243,"intersection_1_t42",1536)
(1243,"intersection_1_t44",1537)
(1243,"intersection_1_t46",1538)
(1244,"intersection_1_t42",1423)
(1244,"intersection_1_t44",1422)
(1244,"intersection_1_t46",1439)
(1245,"intersection_1_t42",1535)
(1245,"intersection_1_t44",1539)
(1245,"intersection_1_t46",1534)
(1246,"intersection_1_t42",1417)
(1246,"intersection_1_t44",1416)
(1246,"intersection_1_t46",1451)
(1247,"intersection_1_t42",1537)
(1247,"intersection_1_t44",1540)
(1247,"intersection_1_t46",1536)
(1248,"intersection_1_t44",1534)
(1249,"intersection_1_t42",1518)
(1249,"intersection_1_t44",1516)
(1250,"intersection_1_t42",1515)
(1250,"intersection_1_t44",1456)
(1251,"intersection_1_t42",1471)
(1251,"intersection_1_t44",1458)
(1252,"intersection_1_t42",1522)
(1252,"intersection_1_t44",1520)
(1252,"intersection_1_t46",1541)
(1253,"intersection_1_t42",1519)
(1253,"intersection_1_t44",1453)
(1253,"intersection_1_t46",1542)
(1254,"intersection_1_t42",1469)
(1254,"intersection_1_t44",1455)
(1254,"intersection_1_t46",1543)
(1255,"intersection_1_t44",1518)
(1256,"intersection_1_t44",1515)
(1257,"intersection_1_t44",1471)
(1258,"intersection_1_t42",1480)
(1258,"intersection_1_t44",1479)
(1258,"intersection_1_t46",1502)
(1259,"intersection_1_t42",1544)
(1259,"intersection_1_t46",1545)
(1260,"intersection_1_t42",1545)
(1260,"intersection_1_t44",1544)
(1260,"intersection_1_t46",1546)
(1261,"intersection_1_t42",1525)
(1261,"intersection_1_t44",1524)
(1261,"intersection_1_t46",1547)
(1262,"intersection_1_t42",1489)
(1262,"intersection_1_t44",1432)
(1263,"intersection_1_t42",1429)
(1263,"intersection_1_t44",1428)
(1263,"intersection_1_t46",1495)
(1264,"intersection_1_t42",1548)
(1264,"intersection_1_t44",1549)
(1264,"intersection_1_t46",1550)
(1265,"intersection_1_t42",1486)
(1265,"intersection_1_t44",1484)
(1266,"intersection_1_t42",1496)
(1266,"intersection_1_t44",1495)
(1267,"intersection_1_t42",1492)
(1267,"intersection_1_t44",1490)
(1268,"intersection_1_t42",1551)
(1268,"intersection_1_t44",1550)
(1269,"intersection_1_t44",1470)
(1270,"intersection_1_t42",1552)
(1270,"intersection_1_t44",1472)
(1271,"intersection_1_t42",1553)
(1271,"intersection_1_t44",1473)
(1272,"intersection_1_t42",1470)
(1272,"intersection_1_t44",1465)
(1273,"intersection_1_t42",1468)
(1273,"intersection_1_t44",1463)
(1273,"intersection_1_t46",1554)
(1274,"intersection_1_t46",1555)
(1275,"intersection_1_t42",1556)
(1275,"intersection_1_t46",1557)
(1276,"intersection_1_t46",1558)
(1277,"intersection_1_t42",1559)
(1277,"intersection_1_t46",1560)
(1278,"intersection_1_t42",1561)
(1278,"intersection_1_t44",1562)
(1279,"intersection_1_t42",1563)
(1279,"intersection_1_t44",1555)
(1280,"intersection_1_t42",1564)
(1280,"intersection_1_t44",1557)
(1281,"intersection_1_t42",1565)
(1281,"intersection_1_t44",1566)
(1281,"intersection_1_t46",1567)
(1282,"intersection_1_t42",1568)
(1282,"intersection_1_t44",1558)
(1282,"intersection_1_t46",1569)
(1283,"intersection_1_t42",1570)
(1283,"intersection_1_t44",1560)
(1283,"intersection_1_t46",1571)
(1284,"intersection_1_t42",1572)
(1284,"intersection_1_t44",1573)
(1284,"intersection_1_t46",1574)
(1285,"intersection_1_t42",1557)
(1285,"intersection_1_t44",1556)
(1285,"intersection_1_t46",1564)
(1286,"intersection_1_t42",1575)
(1286,"intersection_1_t44",1576)
(1286,"intersection_1_t46",1577)
(1287,"intersection_1_t42",1560)
(1287,"intersection_1_t44",1559)
(1287,"intersection_1_t46",1570)
(1288,"intersection_1_t42",1573)
(1288,"intersection_1_t46",1572)
(1289,"intersection_1_t42",1576)
(1289,"intersection_1_t46",1575)
(1290,"intersection_1_t42",1574)
(1290,"intersection_1_t44",1572)
(1291,"intersection_1_t42",1577)
(1291,"intersection_1_t44",1575)
(1291,"intersection_1_t46",1578)
(1292,"intersection_1_t42",1562)
(1292,"intersection_1_t44",1579)
(1292,"intersection_1_t46",1561)
(1293,"intersection_1_t42",1566)
(1293,"intersection_1_t44",1580)
(1293,"intersection_1_t46",1565)
(1294,"intersection_1_t42",1546)
(1294,"intersection_1_t44",1545)
(1294,"intersection_1_t46",1581)
(1295,"intersection_1_t42",1547)
(1295,"intersection_1_t44",1525)
(1295,"intersection_1_t46",1582)
(1296,"intersection_1_t42",1539)
(1296,"intersection_1_t46",1535)
(1297,"intersection_1_t42",1540)
(1297,"intersection_1_t46",1537)
(1298,"intersection_1_t44",1574)
(1299,"intersection_1_t44",1564)
(1300,"intersection_1_t44",1561)
(1301,"intersection_1_t42",1488)
(1301,"intersection_1_t44",1487)
(1302,"intersection_1_t42",1494)
(1302,"intersection_1_t44",1493)
(1303,"intersection_1_t42",1583)
(1303,"intersection_1_t44",1529)
(1304,"intersection_1_t42",1584)
(1304,"intersection_1_t44",1526)
(1305,"intersection_1_t42",1499)
(1305,"intersection_1_t44",1497)
(1306,"intersection_1_t42",1501)
(1306,"intersection_1_t44",1500)
(1307,"intersection_1_t42",1503)
(1307,"intersection_1_t44",1502)
(1308,"intersection_1_t42",1506)
(1308,"intersection_1_t44",1504)
(1309,"intersection_1_t42",1508)
(1309,"intersection_1_t44",1507)
(1310,"intersection_1_t42",1510)
(1310,"intersection_1_t44",1509)
(1311,"intersection_1_t42",1585)
(1311,"intersection_1_t44",1586)
(1312,"intersection_1_t42",1550)
(1312,"intersection_1_t44",1548)
(1312,"intersection_1_t46",1551)
(1313,"intersection_1_t42",1586)
(1313,"intersection_1_t44",1587)
(1313,"intersection_1_t46",1585)
(1314,"intersection_1_t42",1588)
(1314,"intersection_1_t44",1533)
(1315,"intersection_1_t42",1589)
(1315,"intersection_1_t44",1530)
(1316,"intersection_1_t42",1582)
(1316,"intersection_1_t44",1547)
(1317,"intersection_1_t42",1529)
(1317,"intersection_1_t44",1527)
(1317,"intersection_1_t46",1583)
(1318,"intersection_1_t42",1526)
(1318,"intersection_1_t44",1459)
(1318,"intersection_1_t46",1584)
(1319,"intersection_1_t42",1473)
(1319,"intersection_1_t44",1461)
(1319,"intersection_1_t46",1553)
(1320,"intersection_1_t42",1533)
(1320,"intersection_1_t44",1531)
(1320,"intersection_1_t46",1588)
(1321,"intersection_1_t42",1530)
(1321,"intersection_1_t44",1523)
(1321,"intersection_1_t46",1589)
(1322,"intersection_1_t42",1558)
(1322,"intersection_1_t46",1568)
(1323,"intersection_1_t44",1590)
(1323,"intersection_1_t46",1591)
(1324,"intersection_1_t44",1592)
(1324,"intersection_1_t46",1593)
(1325,"intersection_1_t44",1594)
(1325,"intersection_1_t46",1595)
(1326,"intersection_1_t44",1596)
(1326,"intersection_1_t46",1597)
(1327,"intersection_1_t44",1598)
(1327,"intersection_1_t46",1599)
(1328,"intersection_1_t44",1600)
(1328,"intersection_1_t46",1601)
(1329,"intersection_1_t42",1602)
(1329,"intersection_1_t44",1603)
(1329,"intersection_1_t46",1604)
(1330,"intersection_1_t42",1605)
(1330,"intersection_1_t44",1606)
(1330,"intersection_1_t46",1607)
(1331,"intersection_1_t42",1608)
(1331,"intersection_1_t44",1609)
(1331,"intersection_1_t46",1610)
(1332,"intersection_1_t42",1611)
(1332,"intersection_1_t44",1612)
(1332,"intersection_1_t46",1613)
(1333,"intersection_1_t42",1614)
(1333,"intersection_1_t44",1615)
(1333,"intersection_1_t46",1616)
(1334,"intersection_1_t42",1617)
(1334,"intersection_1_t44",1618)
(1334,"intersection_1_t46",1619)
(1335,"intersection_1_t42",1620)
(1335,"intersection_1_t44",1621)
(1336,"intersection_1_t42",1622)
(1336,"intersection_1_t44",1623)
(1337,"intersection_1_t42",1624)
(1337,"intersection_1_t44",1625)
(1338,"intersection_1_t42",1626)
(1338,"intersection_1_t44",1627)
(1339,"intersection_1_t42",1628)
(1339,"intersection_1_t44",1629)
(1340,"intersection_1_t42",1630)
(1340,"intersection_1_t44",1631)
(1341,"intersection_1_t42",1591)
(1342,"intersection_1_t42",1593)
(1343,"intersection_1_t42",1595)
(1344,"intersection_1_t42",1597)
(1345,"intersection_1_t42",1599)
(1346,"intersection_1_t42",1601)
(1347,"intersection_1_t42",1604)
(1347,"intersection_1_t44",1602)
(1348,"intersection_1_t42",1607)
(1348,"intersection_1_t44",1605)
(1349,"intersection_1_t42",1610)
(1349,"intersection_1_t44",1608)
(1350,"intersection_1_t42",1613)
(1350,"intersection_1_t44",1611)
(1351,"intersection_1_t42",1616)
(1351,"intersection_1_t44",1614)
(1352,"intersection_1_t42",1619)
(1352,"intersection_1_t44",1617)
(1353,"intersection_1_t44",1632)
(1353,"intersection_1_t46",1633)
(1354,"intersection_1_t44",1634)
(1354,"intersection_1_t46",1635)
(1355,"intersection_1_t42",1636)
(1355,"intersection_1_t44",1637)
(1355,"intersection_1_t46",1638)
(1356,"intersection_1_t42",1639)
(1356,"intersection_1_t44",1640)
(1356,"intersection_1_t46",1641)
(1357,"intersection_1_t42",1642)
(1357,"intersection_1_t44",1643)
(1358,"intersection_1_t42",1644)
(1358,"intersection_1_t44",1645)
(1359,"intersection_1_t42",1633)
(1360,"intersection_1_t42",1635)
(1361,"intersection_1_t42",1638)
(1361,"intersection_1_t44",1636)
(1362,"intersection_1_t42",1641)
(1362,"intersection_1_t44",1639)
(1363,"intersection_1_t42",1555)
(1363,"intersection_1_t46",1563)
(1364,"intersection_1_t42",1646)
(1364,"intersection_1_t44",1647)
(1364,"intersection_1_t46",1648)
(1365,"intersection_1_t42",1649)
(1365,"intersection_1_t44",1650)
(1365,"intersection_1_t46",1651)
(1366,"intersection_1_t42",1647)
(1366,"intersection_1_t46",1646)
(1367,"intersection_1_t42",1650)
(1367,"intersection_1_t46",1649)
(1368,"intersection_1_t42",1549)
(1368,"intersection_1_t46",1548)
(1369,"intersection_1_t42",1652)
(1369,"intersection_1_t44",1653)
(1369,"intersection_1_t46",1654)
(1370,"intersection_1_t42",1483)
(1370,"intersection_1_t44",1482)
(1370,"intersection_1_t46",1509)
(1371,"intersection_1_t42",1587)
(1371,"intersection_1_t44",1655)
(1371,"intersection_1_t46",1586)
(1372,"intersection_1_t46",1656)
(1373,"intersection_1_t42",1656)
(1373,"intersection_1_t46",1657)
(1374,"intersection_1_t42",1655)
(1374,"intersection_1_t46",1587)
(1375,"intersection_1_t44",1563)
(1376,"intersection_1_t42",1581)
(1376,"intersection_1_t44",1546)
(1377,"intersection_1_t42",1472)
(1377,"intersection_1_t44",1467)
(1377,"intersection_1_t46",1552)
(1378,"intersection_1_t42",1658)
(1378,"intersection_1_t44",1654)
(1379,"intersection_1_t42",1659)
(1379,"intersection_1_t44",1657)
(1380,"intersection_1_t42",1660)
(1380,"intersection_1_t44",1651)
(1381,"intersection_1_t42",1654)
(1381,"intersection_1_t44",1652)
(1381,"intersection_1_t46",1658)
(1382,"intersection_1_t42",1657)
(1382,"intersection_1_t44",1656)
(1382,"intersection_1_t46",1659)
(1383,"intersection_1_t42",1651)
(1383,"intersection_1_t44",1649)
(1383,"intersection_1_t46",1660)
(1384,"intersection_1_t42",1661)
(1384,"intersection_1_t44",1648)
(1385,"intersection_1_t42",1648)
(1385,"intersection_1_t44",1646)
(1385,"intersection_1_t46",1661)
(1386,"intersection_1_t42",1662)
(1386,"intersection_1_t44",1663)
(1386,"intersection_1_t46",1664)
(1387,"intersection_1_t42",1665)
(1387,"intersection_1_t44",1666)
(1387,"intersection_1_t46",1667)
(1388,"intersection_1_t42",1668)
(1388,"intersection_1_t44",1669)
(1388,"intersection_1_t46",1670)
(1389,"intersection_1_t42",1671)
(1389,"intersection_1_t44",1672)
(1389,"intersection_1_t46",1673)
(1390,"intersection_1_t42",1674)
(1390,"intersection_1_t44",1675)
(1390,"intersection_1_t46",1676)
(1391,"intersection_1_t42",1677)
(1391,"intersection_1_t44",1678)
(1391,"intersection_1_t46",1679)
(1392,"intersection_1_t42",1663)
(1392,"intersection_1_t44",1680)
(1392,"intersection_1_t46",1662)
(1393,"intersection_1_t42",1666)
(1393,"intersection_1_t44",1681)
(1393,"intersection_1_t46",1665)
(1394,"intersection_1_t42",1669)
(1394,"intersection_1_t44",1682)
(1394,"intersection_1_t46",1668)
(1395,"intersection_1_t42",1672)
(1395,"intersection_1_t44",1683)
(1395,"intersection_1_t46",1671)
(1396,"intersection_1_t42",1684)
(1396,"intersection_1_t44",1685)
(1396,"intersection_1_t46",1686)
(1397,"intersection_1_t42",1687)
(1397,"intersection_1_t44",1688)
(1397,"intersection_1_t46",1689)
(1398,"intersection_1_t42",1690)
(1398,"intersection_1_t44",1691)
(1398,"intersection_1_t46",1692)
(1399,"intersection_1_t42",1693)
(1399,"intersection_1_t44",1694)
(1399,"intersection_1_t46",1695)
(1400,"intersection_1_t42",1675)
(1400,"intersection_1_t44",1696)
(1400,"intersection_1_t46",1674)
(1401,"intersection_1_t42",1678)
(1401,"intersection_1_t44",1697)
(1401,"intersection_1_t46",1677)
(1402,"intersection_1_t42",1664)
(1402,"intersection_1_t44",1662)
(1403,"intersection_1_t42",1667)
(1403,"intersection_1_t44",1665)
(1404,"intersection_1_t42",1670)
